job_title,salary_usd,experience_level,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,benefits_score,company_name,experience_level_enc,company_size_enc,education_required_enc,employment_type_FL,employment_type_FT,employment_type_PT,company_location_freq,employee_residence_freq
AI Research Scientist,85942,EN,Canada,L,Canada,100,"Linux, Kubernetes, Hadoop, Statistics",Associate,0,Consulting,7.1,TechCorp Inc,0,2,0,0,0,1,0.053316326530612246,0.04336734693877551
AI Research Scientist,89982,MI,Israel,S,Brazil,0,"Deep Learning, Kubernetes, Scala",Associate,4,Transportation,5.7,Machine Intelligence Group,1,0,0,0,0,0,0.05187074829931973,0.006292517006802721
Machine Learning Researcher,118598,SE,Sweden,L,Sweden,100,"Azure, Python, Mathematics, Kubernetes, AWS",PhD,6,Manufacturing,9.0,Quantum Computing Inc,2,2,3,0,0,1,0.05085034013605442,0.03988095238095238
Head of AI,47695,EN,Sweden,S,Sweden,50,"Spark, Kubernetes, NLP, TensorFlow, Deep Learning",PhD,0,Gaming,7.9,DeepTech Ventures,0,0,3,0,1,0,0.05085034013605442,0.03988095238095238
AI Software Engineer,101510,EN,Switzerland,L,Austria,100,"SQL, Hadoop, PyTorch, Deep Learning",PhD,0,Gaming,7.0,Machine Intelligence Group,0,2,3,0,0,0,0.04957482993197279,0.03860544217687075
Research Scientist,119116,SE,Sweden,S,Sweden,100,"Docker, Linux, Mathematics, Deep Learning",PhD,9,Consulting,6.2,Predictive Systems,2,0,3,0,0,1,0.05085034013605442,0.03988095238095238
AI Specialist,197097,SE,Norway,L,Norway,0,"Java, Hadoop, TensorFlow",Associate,5,Healthcare,5.8,Future Systems,2,2,0,1,0,0,0.04846938775510204,0.03903061224489796
Computer Vision Engineer,96582,EN,Denmark,L,Denmark,100,"Java, Computer Vision, GCP",PhD,0,Real Estate,9.1,DataVision Ltd,0,2,3,0,0,0,0.049829931972789114,0.03843537414965986
AI Software Engineer,223145,EX,Germany,L,Brazil,50,"Kubernetes, Scala, MLOps, Statistics",Bachelor,19,Energy,7.1,AI Innovations,3,2,1,0,0,0,0.05136054421768708,0.006292517006802721
AI Product Manager,151796,SE,Australia,M,Australia,0,"Python, Kubernetes, Tableau, Computer Vision",PhD,8,Real Estate,6.3,Algorithmic Solutions,2,1,3,0,1,0,0.047448979591836735,0.039965986394557826
AI Research Scientist,87977,MI,France,L,France,0,"Hadoop, Linux, Java",Master,3,Real Estate,10.0,Future Systems,1,2,2,0,1,0,0.050255102040816325,0.04319727891156463
AI Research Scientist,125355,SE,Singapore,M,Singapore,100,"Docker, NLP, AWS",Master,9,Transportation,9.7,Quantum Computing Inc,2,1,2,1,0,0,0.05204081632653061,0.04175170068027211
NLP Engineer,56185,EN,Singapore,S,New Zealand,50,"Kubernetes, Data Visualization, Python, TensorFlow, GCP",Bachelor,1,Transportation,5.2,Future Systems,0,0,1,0,0,1,0.05204081632653061,0.007227891156462585
ML Ops Engineer,161032,SE,Norway,S,Norway,0,"SQL, R, Java, AWS",Associate,5,Telecommunications,7.6,Autonomous Tech,2,0,0,0,0,1,0.04846938775510204,0.03903061224489796
AI Software Engineer,76788,EX,India,S,India,50,"NLP, Kubernetes, GCP, Python, Java",Master,17,Manufacturing,6.8,TechCorp Inc,3,0,2,1,0,0,0.03945578231292517,0.03784013605442177
AI Software Engineer,78957,EN,Netherlands,L,Netherlands,100,"Kubernetes, Linux, Java",Master,1,Telecommunications,8.2,Neural Networks Co,0,2,2,0,0,1,0.050425170068027214,0.04047619047619048
Data Scientist,281503,EX,United States,M,United States,0,"Deep Learning, GCP, Statistics, Kubernetes, PyTorch",PhD,11,Gaming,6.8,Future Systems,3,1,3,0,0,0,0.05314625850340136,0.042261904761904764
Research Scientist,114449,SE,Ireland,S,Thailand,0,"Scala, Git, SQL, NLP",PhD,8,Telecommunications,7.6,Autonomous Tech,2,0,3,0,0,1,0.05127551020408163,0.005952380952380952
Data Engineer,72858,EN,Denmark,M,Switzerland,100,"SQL, R, Tableau, AWS, Computer Vision",Bachelor,0,Retail,5.6,Future Systems,0,1,1,0,0,0,0.049829931972789114,0.04175170068027211
Head of AI,89631,EN,Ireland,L,Ireland,0,"Git, R, Tableau, PyTorch",Associate,1,Education,6.1,DataVision Ltd,0,2,0,1,0,0,0.05127551020408163,0.04311224489795919
Research Scientist,61900,EN,Norway,S,Norway,50,"TensorFlow, Scala, Deep Learning",Master,1,Healthcare,6.2,DataVision Ltd,0,0,2,0,0,0,0.04846938775510204,0.03903061224489796
ML Ops Engineer,194546,EX,Sweden,L,Sweden,0,"TensorFlow, Docker, Python, Hadoop",Master,16,Retail,7.2,Digital Transformation LLC,3,2,2,0,0,1,0.05085034013605442,0.03988095238095238
Data Engineer,104146,SE,Austria,M,Turkey,0,"Docker, Python, Mathematics",PhD,8,Technology,5.0,Machine Intelligence Group,2,1,3,1,0,0,0.04625850340136054,0.006037414965986395
Machine Learning Researcher,134257,MI,Denmark,L,Sweden,50,"Python, AWS, Computer Vision, Azure",Associate,2,Telecommunications,8.8,Digital Transformation LLC,1,2,0,1,0,0,0.049829931972789114,0.03988095238095238
Data Analyst,129361,SE,Sweden,M,Sweden,100,"PyTorch, Spark, Hadoop",Master,8,Finance,10.0,Algorithmic Solutions,2,1,2,0,0,0,0.05085034013605442,0.03988095238095238
Robotics Engineer,183596,EX,Netherlands,S,Netherlands,100,"Hadoop, Scala, Mathematics",Bachelor,19,Energy,8.8,DataVision Ltd,3,0,1,0,0,0,0.050425170068027214,0.04047619047619048
AI Consultant,135711,SE,Sweden,S,Sweden,100,"Docker, Tableau, GCP, PyTorch, Statistics",Master,8,Government,7.9,Advanced Robotics,2,0,2,1,0,0,0.05085034013605442,0.03988095238095238
Data Scientist,106010,MI,Switzerland,M,Switzerland,100,"PyTorch, Statistics, SQL, Deep Learning",PhD,3,Automotive,8.2,Autonomous Tech,1,1,3,0,0,0,0.04957482993197279,0.04175170068027211
AI Consultant,87006,EN,Canada,L,Canada,100,"Docker, Statistics, Computer Vision, Linux, Deep Learning",PhD,1,Education,7.8,Cognitive Computing,0,2,3,0,1,0,0.053316326530612246,0.04336734693877551
Machine Learning Researcher,59742,EN,South Korea,L,Italy,0,"Docker, Python, NLP, Kubernetes, Data Visualization",Associate,1,Automotive,6.7,Predictive Systems,0,2,0,0,0,0,0.053061224489795916,0.005612244897959183
NLP Engineer,165700,SE,United States,M,United States,0,"Git, Tableau, R, SQL, Scala",Associate,7,Gaming,7.1,Predictive Systems,2,1,0,0,0,0,0.05314625850340136,0.042261904761904764
Data Engineer,65836,EN,Canada,S,Luxembourg,100,"Scala, Statistics, PyTorch",Master,0,Energy,5.3,Quantum Computing Inc,0,0,2,0,0,0,0.053316326530612246,0.006207482993197279
Research Scientist,191684,EX,Sweden,S,Sweden,100,"Java, Computer Vision, Git",Master,11,Transportation,8.8,Advanced Robotics,3,0,2,1,0,0,0.05085034013605442,0.03988095238095238
Data Analyst,103994,MI,Japan,S,Japan,50,"Linux, Scala, R",Bachelor,3,Energy,7.6,TechCorp Inc,1,0,1,0,0,0,0.050085034013605444,0.03988095238095238
NLP Engineer,66659,EN,France,M,Mexico,50,"Tableau, Python, Scala",Bachelor,0,Automotive,7.9,Cognitive Computing,0,1,1,0,0,1,0.050255102040816325,0.0068877551020408165
Data Engineer,69907,EN,United Kingdom,S,United Kingdom,100,"GCP, Git, SQL, NLP",Bachelor,1,Retail,7.0,Predictive Systems,0,0,1,0,0,0,0.052636054421768705,0.042006802721088435
Autonomous Systems Engineer,130146,MI,Japan,L,Japan,0,"GCP, Docker, MLOps, Tableau, Hadoop",Bachelor,2,Telecommunications,6.4,Quantum Computing Inc,1,2,1,1,0,0,0.050085034013605444,0.03988095238095238
Machine Learning Engineer,80525,MI,Canada,S,Canada,0,"Mathematics, Kubernetes, SQL",PhD,3,Technology,8.2,Cloud AI Solutions,1,0,3,0,0,0,0.053316326530612246,0.04336734693877551
Machine Learning Researcher,133208,SE,Netherlands,L,Japan,100,"Git, Data Visualization, SQL",Bachelor,8,Media,7.6,Advanced Robotics,2,2,1,1,0,0,0.050425170068027214,0.03988095238095238
Robotics Engineer,183526,EX,Germany,L,Germany,0,"NLP, Git, Java",Bachelor,10,Automotive,7.4,DataVision Ltd,3,2,1,0,0,1,0.05136054421768708,0.04149659863945578
NLP Engineer,57984,EN,South Korea,M,South Korea,50,"Python, Mathematics, TensorFlow",Bachelor,0,Energy,7.1,Advanced Robotics,0,1,1,0,0,1,0.053061224489795916,0.04013605442176871
AI Research Scientist,187842,EX,Singapore,M,Singapore,50,"Hadoop, TensorFlow, Computer Vision, MLOps",PhD,14,Media,7.9,Neural Networks Co,3,1,3,0,0,1,0.05204081632653061,0.04175170068027211
Deep Learning Engineer,202840,EX,Netherlands,S,Netherlands,0,"Git, Spark, Computer Vision, Tableau, Java",Associate,17,Manufacturing,8.6,Smart Analytics,3,0,0,0,1,0,0.050425170068027214,0.04047619047619048
Data Scientist,67836,EN,Canada,S,Indonesia,100,"Azure, Python, NLP, Docker",Bachelor,0,Telecommunications,7.7,Autonomous Tech,0,0,1,0,0,0,0.053316326530612246,0.006462585034013605
Computer Vision Engineer,74201,EN,Canada,L,Canada,0,"PyTorch, Python, GCP, TensorFlow, Hadoop",Associate,1,Gaming,6.4,Machine Intelligence Group,0,2,0,0,0,1,0.053316326530612246,0.04336734693877551
Robotics Engineer,99401,MI,Norway,S,Norway,50,"Hadoop, Kubernetes, Data Visualization, Python, Linux",Bachelor,3,Healthcare,9.4,Quantum Computing Inc,1,0,1,1,0,0,0.04846938775510204,0.03903061224489796
Autonomous Systems Engineer,61743,EN,Singapore,M,Singapore,50,"PyTorch, Computer Vision, Tableau",PhD,1,Technology,10.0,Predictive Systems,0,1,3,0,0,0,0.05204081632653061,0.04175170068027211
Data Engineer,111490,MI,Singapore,M,Singapore,0,"Python, NLP, TensorFlow",PhD,4,Retail,6.3,Predictive Systems,1,1,3,1,0,0,0.05204081632653061,0.04175170068027211
Data Analyst,117982,SE,Israel,M,Israel,0,"Python, Linux, R, TensorFlow",PhD,5,Gaming,9.9,Quantum Computing Inc,2,1,3,0,0,1,0.05187074829931973,0.04098639455782313
Robotics Engineer,59247,EX,India,M,Italy,100,"TensorFlow, PyTorch, Deep Learning",Associate,12,Gaming,8.7,Digital Transformation LLC,3,1,0,0,1,0,0.03945578231292517,0.005612244897959183
Autonomous Systems Engineer,81103,EN,Australia,L,Australia,0,"Mathematics, SQL, Kubernetes",Master,0,Media,7.0,Digital Transformation LLC,0,2,2,0,0,0,0.047448979591836735,0.039965986394557826
Machine Learning Engineer,29961,EN,China,S,Canada,100,"Data Visualization, Python, Kubernetes",Bachelor,1,Real Estate,6.1,Future Systems,0,0,1,0,1,0,0.050085034013605444,0.04336734693877551
Data Analyst,135555,EX,China,L,China,50,"Deep Learning, Scala, Python",Associate,18,Real Estate,6.9,Advanced Robotics,3,2,0,1,0,0,0.050085034013605444,0.04353741496598639
ML Ops Engineer,266812,EX,Denmark,S,Denmark,100,"Python, NLP, Mathematics, TensorFlow",Bachelor,11,Retail,5.9,AI Innovations,3,0,1,0,0,0,0.049829931972789114,0.03843537414965986
Computer Vision Engineer,102077,MI,Norway,M,Norway,0,"Kubernetes, Java, Statistics, Mathematics",Bachelor,3,Education,5.2,Cloud AI Solutions,1,1,1,0,0,1,0.04846938775510204,0.03903061224489796
AI Architect,113115,MI,Netherlands,L,Netherlands,50,"Docker, Spark, Hadoop, NLP",Bachelor,3,Energy,6.1,Advanced Robotics,1,2,1,0,0,0,0.050425170068027214,0.04047619047619048
Principal Data Scientist,89067,MI,Denmark,S,India,0,"Python, TensorFlow, AWS, Computer Vision, SQL",PhD,2,Telecommunications,8.5,Neural Networks Co,1,0,3,0,0,0,0.049829931972789114,0.03784013605442177
Computer Vision Engineer,55277,EN,Israel,S,Israel,50,"Git, GCP, Kubernetes, Computer Vision, R",Bachelor,0,Finance,6.9,DeepTech Ventures,0,0,1,1,0,0,0.05187074829931973,0.04098639455782313
Data Analyst,43667,MI,China,M,Israel,50,"Spark, Python, Docker, Git",Master,4,Education,8.6,Predictive Systems,1,1,2,0,1,0,0.050085034013605444,0.04098639455782313
Research Scientist,113546,MI,Ireland,L,Ireland,100,"Azure, Kubernetes, Statistics",Master,3,Healthcare,5.8,AI Innovations,1,2,2,0,1,0,0.05127551020408163,0.04311224489795919
Deep Learning Engineer,180946,EX,Ireland,M,Ireland,50,"Scala, AWS, Git, Hadoop",Bachelor,19,Finance,8.5,Advanced Robotics,3,1,1,1,0,0,0.05127551020408163,0.04311224489795919
AI Consultant,110152,MI,United States,L,United States,0,"Tableau, Azure, R, NLP",Bachelor,4,Gaming,8.9,Cognitive Computing,1,2,1,0,0,0,0.05314625850340136,0.042261904761904764
Machine Learning Researcher,235424,EX,Netherlands,M,Netherlands,100,"Java, Python, Tableau",Master,19,Education,9.9,Algorithmic Solutions,3,1,2,1,0,0,0.050425170068027214,0.04047619047619048
AI Research Scientist,59585,EN,United Kingdom,M,Spain,0,"Linux, PyTorch, Statistics, Scala",Associate,1,Transportation,7.6,TechCorp Inc,0,1,0,0,0,0,0.052636054421768705,0.005187074829931973
Robotics Engineer,137979,SE,Switzerland,S,Netherlands,0,"Linux, Python, TensorFlow",Bachelor,6,Gaming,9.3,Cloud AI Solutions,2,0,1,0,0,0,0.04957482993197279,0.04047619047619048
Machine Learning Engineer,50277,SE,China,M,China,50,"GCP, Tableau, SQL, Git",PhD,7,Media,9.9,AI Innovations,2,1,3,0,0,0,0.050085034013605444,0.04353741496598639
Head of AI,111112,MI,Sweden,L,United States,100,"Python, Tableau, SQL",Bachelor,2,Education,8.5,Digital Transformation LLC,1,2,1,1,0,0,0.05085034013605442,0.042261904761904764
ML Ops Engineer,60136,EN,Netherlands,M,Netherlands,50,"SQL, Linux, AWS",PhD,0,Healthcare,9.7,Advanced Robotics,0,1,3,0,0,1,0.050425170068027214,0.04047619047619048
Data Scientist,100782,MI,United Kingdom,S,United Kingdom,100,"Mathematics, R, SQL, Spark",Bachelor,3,Manufacturing,9.9,Algorithmic Solutions,1,0,1,1,0,0,0.052636054421768705,0.042006802721088435
AI Product Manager,66775,EN,Ireland,M,Mexico,100,"Computer Vision, Git, MLOps, NLP, TensorFlow",Master,0,Education,9.8,Predictive Systems,0,1,2,0,0,1,0.05127551020408163,0.0068877551020408165
AI Product Manager,193976,EX,Norway,M,Belgium,100,"Mathematics, Python, SQL, GCP",PhD,17,Healthcare,5.3,Smart Analytics,3,1,3,1,0,0,0.04846938775510204,0.006377551020408163
Robotics Engineer,91016,MI,Canada,L,Switzerland,50,"Hadoop, Spark, Deep Learning, Python",Associate,3,Transportation,6.5,Cloud AI Solutions,1,2,0,0,0,0,0.053316326530612246,0.04175170068027211
Computer Vision Engineer,70756,EN,United States,S,United States,50,"NLP, TensorFlow, Azure",Associate,0,Finance,7.6,Neural Networks Co,0,0,0,0,1,0,0.05314625850340136,0.042261904761904764
Robotics Engineer,63065,EN,France,S,France,100,"R, Scala, SQL, GCP, Python",Associate,0,Finance,9.3,Advanced Robotics,0,0,0,0,1,0,0.050255102040816325,0.04319727891156463
AI Specialist,119770,SE,France,M,France,50,"Python, Mathematics, Azure, TensorFlow",Associate,7,Automotive,7.8,DeepTech Ventures,2,1,0,0,0,1,0.050255102040816325,0.04319727891156463
Research Scientist,96320,MI,France,L,France,0,"Kubernetes, TensorFlow, NLP",Associate,4,Gaming,5.5,TechCorp Inc,1,2,0,0,0,1,0.050255102040816325,0.04319727891156463
Principal Data Scientist,134979,SE,Austria,M,Netherlands,50,"Mathematics, PyTorch, Tableau, Linux",Master,7,Government,8.4,DeepTech Ventures,2,1,2,1,0,0,0.04625850340136054,0.04047619047619048
AI Product Manager,194134,EX,United States,M,United States,0,"Scala, Docker, Data Visualization, Kubernetes, PyTorch",Bachelor,11,Gaming,7.3,DataVision Ltd,3,1,1,0,1,0,0.05314625850340136,0.042261904761904764
Machine Learning Engineer,54017,EN,Canada,M,Canada,50,"Git, Python, Spark, Scala",Associate,0,Transportation,9.2,Quantum Computing Inc,0,1,0,0,1,0,0.053316326530612246,0.04336734693877551
Autonomous Systems Engineer,74692,MI,Sweden,M,Sweden,0,"SQL, Linux, Statistics",Associate,4,Technology,7.3,DataVision Ltd,1,1,0,0,1,0,0.05085034013605442,0.03988095238095238
AI Specialist,102696,MI,Norway,M,Norway,50,"GCP, Statistics, Linux, PyTorch",Bachelor,3,Technology,8.7,Digital Transformation LLC,1,1,1,1,0,0,0.04846938775510204,0.03903061224489796
ML Ops Engineer,98669,SE,United Kingdom,S,United Kingdom,100,"MLOps, Python, Data Visualization",Master,9,Automotive,8.3,TechCorp Inc,2,0,2,0,0,0,0.052636054421768705,0.042006802721088435
AI Product Manager,45147,SE,India,S,India,0,"Python, TensorFlow, GCP",Associate,5,Real Estate,5.7,Machine Intelligence Group,2,0,0,0,0,0,0.03945578231292517,0.03784013605442177
Principal Data Scientist,63784,EN,Australia,L,Australia,100,"SQL, Deep Learning, Data Visualization, TensorFlow",Master,0,Healthcare,10.0,Quantum Computing Inc,0,2,2,1,0,0,0.047448979591836735,0.039965986394557826
Principal Data Scientist,142540,SE,South Korea,L,Czech Republic,0,"R, PyTorch, Linux, Mathematics",Master,6,Telecommunications,8.7,Autonomous Tech,2,2,2,0,1,0,0.053061224489795916,0.006122448979591836
Research Scientist,66098,EX,China,M,China,0,"Python, Azure, MLOps, TensorFlow, Docker",Master,18,Manufacturing,7.5,Machine Intelligence Group,3,1,2,0,1,0,0.050085034013605444,0.04353741496598639
NLP Engineer,84786,MI,Germany,M,Ukraine,0,"Java, Linux, Statistics, Git",Master,2,Transportation,9.2,Digital Transformation LLC,1,1,2,1,0,0,0.05136054421768708,0.006802721088435374
Data Analyst,155394,EX,South Korea,S,New Zealand,50,"R, Tableau, Computer Vision",Associate,12,Healthcare,7.5,Advanced Robotics,3,0,0,0,0,1,0.053061224489795916,0.007227891156462585
Computer Vision Engineer,62646,EN,France,L,Japan,50,"Hadoop, Statistics, Git",Bachelor,0,Government,8.5,Autonomous Tech,0,2,1,0,0,0,0.050255102040816325,0.03988095238095238
AI Research Scientist,214259,EX,Ireland,M,Ireland,0,"Tableau, Linux, PyTorch, Docker, Deep Learning",Associate,16,Education,6.8,Algorithmic Solutions,3,1,0,0,1,0,0.05127551020408163,0.04311224489795919
Machine Learning Researcher,109740,MI,Singapore,L,Singapore,100,"Java, Deep Learning, TensorFlow, Statistics",Bachelor,4,Education,9.7,Predictive Systems,1,2,1,0,0,0,0.05204081632653061,0.04175170068027211
Data Analyst,124289,SE,Ireland,M,Ireland,100,"Statistics, Tableau, SQL, Data Visualization, Python",Master,6,Telecommunications,7.1,Cloud AI Solutions,2,1,2,0,0,1,0.05127551020408163,0.04311224489795919
AI Architect,144693,SE,United States,S,United States,100,"AWS, Azure, PyTorch",PhD,7,Transportation,8.6,Algorithmic Solutions,2,0,3,0,0,0,0.05314625850340136,0.042261904761904764
NLP Engineer,203175,EX,Israel,S,Israel,0,"Spark, Docker, PyTorch, Kubernetes",PhD,14,Automotive,6.0,Predictive Systems,3,0,3,0,0,1,0.05187074829931973,0.04098639455782313
Principal Data Scientist,101437,EN,Norway,L,Israel,100,"SQL, Docker, Scala",Bachelor,0,Automotive,9.0,Machine Intelligence Group,0,2,1,0,0,0,0.04846938775510204,0.04098639455782313
AI Specialist,126983,SE,Israel,L,Israel,0,"Kubernetes, SQL, PyTorch, Git",PhD,9,Telecommunications,5.3,AI Innovations,2,2,3,1,0,0,0.05187074829931973,0.04098639455782313
AI Product Manager,65451,EN,Australia,S,Australia,50,"Hadoop, Data Visualization, TensorFlow, Mathematics, Azure",Associate,1,Transportation,8.5,Smart Analytics,0,0,0,0,0,0,0.047448979591836735,0.039965986394557826
AI Software Engineer,161147,SE,Israel,L,Israel,50,"Spark, Linux, Kubernetes, Hadoop, Python",Associate,9,Energy,6.3,Cognitive Computing,2,2,0,1,0,0,0.05187074829931973,0.04098639455782313
Autonomous Systems Engineer,75420,EN,United Kingdom,M,Israel,50,"Linux, Spark, TensorFlow, Python",Associate,1,Media,5.9,Quantum Computing Inc,0,1,0,0,0,0,0.052636054421768705,0.04098639455782313
Machine Learning Engineer,27457,MI,India,M,India,0,"Kubernetes, Java, Azure",Bachelor,4,Education,6.0,Quantum Computing Inc,1,1,1,1,0,0,0.03945578231292517,0.03784013605442177
Head of AI,105339,EN,Switzerland,M,Switzerland,0,"PyTorch, Git, Deep Learning, Data Visualization",Master,0,Healthcare,8.0,Algorithmic Solutions,0,1,2,0,0,0,0.04957482993197279,0.04175170068027211
Robotics Engineer,205428,EX,United States,L,United States,0,"R, Spark, Mathematics, TensorFlow, Deep Learning",Associate,10,Finance,8.2,TechCorp Inc,3,2,0,1,0,0,0.05314625850340136,0.042261904761904764
Computer Vision Engineer,53409,EN,Singapore,S,Singapore,50,"Hadoop, Java, PyTorch",PhD,1,Media,7.7,Future Systems,0,0,3,1,0,0,0.05204081632653061,0.04175170068027211
AI Specialist,67937,SE,China,L,China,0,"GCP, NLP, Scala, R, Java",PhD,6,Healthcare,7.1,Cognitive Computing,2,2,3,0,0,0,0.050085034013605444,0.04353741496598639
Machine Learning Researcher,86134,MI,United Kingdom,S,United Kingdom,0,"TensorFlow, AWS, Azure",Associate,4,Energy,6.7,Neural Networks Co,1,0,0,1,0,0,0.052636054421768705,0.042006802721088435
AI Product Manager,138187,SE,United Kingdom,M,United Kingdom,0,"NLP, PyTorch, SQL",Associate,7,Government,7.6,Future Systems,2,1,0,0,0,1,0.052636054421768705,0.042006802721088435
Research Scientist,134524,SE,Finland,M,Finland,100,"PyTorch, MLOps, Deep Learning",Master,9,Real Estate,9.0,Future Systems,2,1,2,0,1,0,0.04855442176870748,0.03792517006802721
Principal Data Scientist,76299,EN,South Korea,L,Estonia,100,"Scala, Java, GCP",Master,0,Media,6.9,TechCorp Inc,0,2,2,1,0,0,0.053061224489795916,0.006717687074829932
AI Software Engineer,205168,EX,Sweden,L,Sweden,100,"Spark, TensorFlow, NLP, Computer Vision",Associate,10,Real Estate,7.7,Cognitive Computing,3,2,0,0,0,0,0.05085034013605442,0.03988095238095238
Data Engineer,77901,MI,Finland,S,Finland,100,"Scala, Spark, AWS, PyTorch, Linux",PhD,4,Government,9.6,Digital Transformation LLC,1,0,3,0,0,1,0.04855442176870748,0.03792517006802721
Machine Learning Engineer,161267,SE,Singapore,M,Canada,50,"Scala, Python, Docker, Kubernetes, Tableau",Associate,5,Consulting,5.4,Digital Transformation LLC,2,1,0,0,1,0,0.05204081632653061,0.04336734693877551
Data Engineer,121829,MI,Ireland,L,Ireland,0,"Python, Docker, Mathematics, Kubernetes",Associate,2,Automotive,6.7,Future Systems,1,2,0,0,0,0,0.05127551020408163,0.04311224489795919
Robotics Engineer,126184,MI,Norway,M,Norway,100,"Java, Linux, TensorFlow, R, Data Visualization",Master,4,Transportation,5.6,Predictive Systems,1,1,2,0,0,1,0.04846938775510204,0.03903061224489796
AI Product Manager,95607,EN,Norway,M,Norway,0,"GCP, Git, Java, Azure",Bachelor,0,Consulting,8.9,Smart Analytics,0,1,1,0,0,0,0.04846938775510204,0.03903061224489796
Data Scientist,163331,SE,United States,M,United States,50,"TensorFlow, Git, Data Visualization, Kubernetes",Master,6,Healthcare,9.5,Advanced Robotics,2,1,2,1,0,0,0.05314625850340136,0.042261904761904764
Robotics Engineer,87908,EN,Norway,S,Norway,100,"Kubernetes, Data Visualization, NLP, R, TensorFlow",Associate,0,Consulting,8.3,Quantum Computing Inc,0,0,0,0,1,0,0.04846938775510204,0.03903061224489796
Data Analyst,173574,EX,Australia,S,Australia,0,"Linux, Hadoop, R",Master,12,Finance,5.8,AI Innovations,3,0,2,0,0,0,0.047448979591836735,0.039965986394557826
Principal Data Scientist,90165,EN,United Kingdom,L,United Kingdom,100,"GCP, Hadoop, Statistics, Computer Vision",Bachelor,1,Technology,6.6,Cloud AI Solutions,0,2,1,0,0,0,0.052636054421768705,0.042006802721088435
Machine Learning Engineer,203533,EX,Switzerland,S,Switzerland,0,"GCP, SQL, PyTorch, Kubernetes, Statistics",Bachelor,14,Technology,6.6,TechCorp Inc,3,0,1,0,1,0,0.04957482993197279,0.04175170068027211
ML Ops Engineer,206792,EX,Norway,M,Norway,0,"Scala, GCP, PyTorch",Associate,10,Manufacturing,7.3,Smart Analytics,3,1,0,1,0,0,0.04846938775510204,0.03903061224489796
Machine Learning Engineer,93152,MI,Switzerland,S,Norway,0,"TensorFlow, AWS, Spark, Statistics",Associate,4,Finance,7.2,Cognitive Computing,1,0,0,0,0,0,0.04957482993197279,0.03903061224489796
Machine Learning Engineer,216967,EX,United Kingdom,S,Chile,0,"R, Scala, NLP, Git, Docker",Bachelor,12,Education,8.6,Future Systems,3,0,1,0,1,0,0.052636054421768705,0.005272108843537415
Data Analyst,167769,SE,Switzerland,L,Switzerland,50,"Hadoop, Java, NLP, Mathematics, Deep Learning",Associate,7,Government,5.7,Machine Intelligence Group,2,2,0,0,0,1,0.04957482993197279,0.04175170068027211
NLP Engineer,56511,EN,South Korea,L,Israel,50,"Kubernetes, Java, Deep Learning, Mathematics, Computer Vision",PhD,0,Media,7.1,Future Systems,0,2,3,0,0,0,0.053061224489795916,0.04098639455782313
AI Consultant,92661,MI,Norway,S,Japan,100,"SQL, Python, Git, Kubernetes",Master,2,Government,9.4,TechCorp Inc,1,0,2,0,1,0,0.04846938775510204,0.03988095238095238
Head of AI,168159,EX,United Kingdom,M,United Kingdom,50,"Azure, PyTorch, GCP, Deep Learning, Kubernetes",PhD,14,Finance,5.4,Cognitive Computing,3,1,3,0,0,0,0.052636054421768705,0.042006802721088435
Head of AI,100999,MI,France,L,France,0,"MLOps, PyTorch, Kubernetes, Azure",Associate,2,Energy,6.4,Algorithmic Solutions,1,2,0,1,0,0,0.050255102040816325,0.04319727891156463
Data Scientist,129742,SE,Ireland,L,Ireland,50,"Linux, Mathematics, MLOps",Bachelor,9,Healthcare,7.2,Digital Transformation LLC,2,2,1,0,1,0,0.05127551020408163,0.04311224489795919
ML Ops Engineer,108700,MI,Singapore,L,Singapore,0,"Git, NLP, Kubernetes, Statistics",Bachelor,4,Education,8.3,Digital Transformation LLC,1,2,1,0,0,0,0.05204081632653061,0.04175170068027211
AI Architect,100220,MI,Ireland,M,Ukraine,100,"Java, Azure, Spark, Mathematics",Associate,3,Real Estate,9.7,DataVision Ltd,1,1,0,0,0,1,0.05127551020408163,0.006802721088435374
AI Specialist,307432,EX,Norway,M,Norway,100,"Linux, Python, NLP",PhD,11,Manufacturing,9.6,Digital Transformation LLC,3,1,3,1,0,0,0.04846938775510204,0.03903061224489796
Deep Learning Engineer,42397,EN,China,L,China,0,"TensorFlow, AWS, Azure, PyTorch",Master,1,Gaming,6.3,AI Innovations,0,2,2,0,1,0,0.050085034013605444,0.04353741496598639
AI Software Engineer,97133,SE,Finland,M,Finland,100,"Computer Vision, Python, SQL, Docker",Associate,6,Education,7.9,Cognitive Computing,2,1,0,0,0,0,0.04855442176870748,0.03792517006802721
Deep Learning Engineer,145427,SE,France,L,France,0,"Git, Spark, Computer Vision",Associate,9,Telecommunications,7.9,AI Innovations,2,2,0,0,0,0,0.050255102040816325,0.04319727891156463
AI Specialist,159699,SE,Australia,L,Australia,50,"Scala, Tableau, Azure, Docker",PhD,5,Technology,8.8,DeepTech Ventures,2,2,3,0,0,0,0.047448979591836735,0.039965986394557826
Data Scientist,156773,SE,Israel,L,Israel,100,"Statistics, Kubernetes, NLP, Linux",Master,5,Technology,9.8,Smart Analytics,2,2,2,0,1,0,0.05187074829931973,0.04098639455782313
