job_title,experience_level,company_location,company_size,employee_residence,remote_ratio,education_required,years_experience,industry,benefits_score
AI Architect,SE,Israel,L,Israel,100,Master,7,Healthcare,5.3
Computer Vision Engineer,SE,China,L,China,100,Bachelor,9,Education,7.7
Robotics Engineer,SE,Germany,M,Germany,50,Master,5,Telecommunications,6.5
Head of AI,EX,United States,L,United States,100,PhD,12,Transportation,7.9
Machine Learning Engineer,SE,Ireland,M,Ireland,100,Master,9,Media,8.2
Data Scientist,MI,United Kingdom,S,United Kingdom,0,Bachelor,2,Education,6.6
Autonomous Systems Engineer,EX,Norway,L,New Zealand,0,PhD,12,Technology,8.2
Research Scientist,SE,United Kingdom,M,Kenya,0,PhD,9,Manufacturing,8.2
Data Engineer,EX,South Korea,L,South Korea,100,Bachelor,17,Media,8.9
NLP Engineer,EN,France,M,France,0,Bachelor,0,Transportation,5.4
AI Product Manager,EX,Canada,L,Luxembourg,0,Bachelor,16,Transportation,5.7
Computer Vision Engineer,MI,France,S,France,100,Master,3,Telecommunications,6.5
Machine Learning Engineer,MI,Israel,M,Israel,0,Bachelor,2,Manufacturing,6.1
AI Consultant,SE,China,S,China,100,Bachelor,8,Consulting,9.1
AI Consultant,EX,Australia,S,Australia,50,PhD,10,Technology,9.6
AI Consultant,EX,Singapore,L,Latvia,0,Bachelor,18,Media,5.2
Data Scientist,MI,Australia,S,Portugal,50,Associate,2,Finance,8.6
Principal Data Scientist,MI,France,L,France,100,Bachelor,3,Real Estate,6.0
Research Scientist,MI,Sweden,L,Argentina,0,PhD,2,Government,5.2
Data Scientist,SE,Denmark,L,Denmark,0,Bachelor,8,Telecommunications,6.2
AI Consultant,EX,Netherlands,S,Netherlands,0,Bachelor,17,Automotive,9.6
Machine Learning Engineer,EX,China,M,China,50,Associate,10,Retail,8.8
Research Scientist,MI,China,S,China,0,Bachelor,3,Energy,6.6
Robotics Engineer,SE,Israel,L,Australia,50,Associate,7,Telecommunications,10.0
NLP Engineer,SE,Ireland,S,Ireland,0,PhD,8,Healthcare,7.6
AI Architect,SE,Finland,M,Finland,100,Associate,5,Government,9.9
Deep Learning Engineer,EX,Norway,S,New Zealand,0,Associate,10,Technology,7.0
AI Specialist,EX,China,S,China,0,Bachelor,18,Consulting,8.7
Deep Learning Engineer,MI,Finland,S,Finland,0,Bachelor,2,Gaming,5.6
Principal Data Scientist,EN,Denmark,L,New Zealand,0,Master,0,Telecommunications,8.3
AI Consultant,SE,United Kingdom,L,New Zealand,0,Master,6,Telecommunications,7.3
NLP Engineer,SE,China,L,China,0,PhD,5,Telecommunications,6.9
Data Engineer,SE,Norway,L,Norway,0,Master,5,Technology,5.3
Computer Vision Engineer,SE,Switzerland,L,Egypt,50,Associate,5,Media,9.8
Research Scientist,SE,India,S,India,0,Associate,5,Media,5.7
Robotics Engineer,EN,Norway,L,Norway,100,Associate,0,Healthcare,9.7
Computer Vision Engineer,SE,Norway,M,Norway,0,Master,8,Automotive,6.6
AI Architect,EX,United Kingdom,M,United Kingdom,0,Master,15,Government,8.3
AI Research Scientist,MI,Israel,S,Romania,50,PhD,4,Transportation,8.8
Principal Data Scientist,MI,Ireland,M,Ireland,0,Master,2,Government,6.5
AI Software Engineer,SE,France,S,Brazil,0,Associate,6,Education,9.6
AI Product Manager,EX,United Kingdom,S,United Kingdom,100,Associate,18,Government,9.7
Data Scientist,EX,Norway,L,Norway,0,Master,14,Finance,8.2
Computer Vision Engineer,EN,Australia,M,Latvia,100,Master,1,Gaming,7.5
Research Scientist,SE,Netherlands,L,Netherlands,100,Associate,8,Media,9.1
ML Ops Engineer,EX,Sweden,S,Sweden,0,PhD,13,Government,7.2
AI Consultant,EX,Australia,M,Australia,0,PhD,14,Media,8.8
Research Scientist,SE,Germany,M,Germany,50,Bachelor,9,Transportation,9.9
AI Product Manager,MI,China,M,China,50,PhD,4,Consulting,5.2
Principal Data Scientist,SE,Australia,S,Australia,0,PhD,9,Technology,5.1
Deep Learning Engineer,EN,United States,S,China,50,Bachelor,1,Healthcare,7.3
Head of AI,SE,Israel,S,Czech Republic,100,Bachelor,8,Education,5.3
AI Architect,MI,China,S,China,0,Associate,3,Telecommunications,6.6
Machine Learning Engineer,EX,Singapore,L,Singapore,100,Bachelor,13,Healthcare,8.0
Data Analyst,SE,China,M,China,100,Master,6,Manufacturing,5.1
Research Scientist,EX,Finland,L,Finland,50,Associate,17,Consulting,9.6
AI Architect,SE,Netherlands,M,Sweden,100,Associate,7,Healthcare,8.9
Principal Data Scientist,SE,China,M,New Zealand,0,Bachelor,6,Energy,5.3
Principal Data Scientist,EN,United States,M,United States,100,Associate,1,Manufacturing,5.0
Head of AI,EN,Norway,M,Norway,50,PhD,0,Manufacturing,8.3
Machine Learning Researcher,SE,Austria,S,United Kingdom,100,Bachelor,5,Finance,7.7
Robotics Engineer,EX,Austria,L,Austria,50,Master,17,Consulting,9.5
Research Scientist,EN,United States,M,United States,0,Master,0,Energy,8.4
Machine Learning Engineer,SE,Australia,L,Norway,50,Bachelor,8,Transportation,7.5
Autonomous Systems Engineer,EN,Germany,L,Germany,100,PhD,1,Gaming,9.7
Computer Vision Engineer,EX,Japan,S,Japan,50,PhD,14,Real Estate,6.7
AI Consultant,SE,South Korea,S,South Korea,0,Associate,5,Automotive,8.4
Head of AI,SE,Israel,S,Israel,0,Master,8,Healthcare,6.5
Deep Learning Engineer,MI,Canada,L,Portugal,100,Bachelor,3,Energy,6.4
AI Specialist,MI,South Korea,S,South Korea,100,Associate,4,Transportation,7.8
Data Engineer,EN,United States,M,United States,0,Bachelor,0,Telecommunications,8.7
ML Ops Engineer,SE,Switzerland,S,Switzerland,100,Master,8,Real Estate,8.4
Deep Learning Engineer,EX,Germany,S,Germany,0,Associate,12,Technology,7.0
AI Research Scientist,MI,Netherlands,S,Turkey,100,Master,3,Healthcare,7.5
Machine Learning Researcher,SE,Germany,L,Germany,100,Associate,6,Finance,6.0
Data Engineer,SE,United Kingdom,S,United Kingdom,100,Bachelor,5,Transportation,6.3
AI Specialist,EN,Canada,S,Russia,100,Associate,1,Media,7.5
AI Research Scientist,EN,Japan,M,Kenya,100,PhD,0,Media,8.5
Machine Learning Engineer,EN,Germany,S,United States,0,PhD,0,Manufacturing,8.9
AI Software Engineer,EX,Singapore,M,Singapore,100,Master,19,Retail,9.1
Data Analyst,EX,United States,S,United States,50,Bachelor,12,Government,7.5
Data Scientist,EX,Ireland,L,Ukraine,0,Bachelor,17,Automotive,8.3
Data Analyst,SE,South Korea,S,Vietnam,100,Associate,5,Telecommunications,7.0
Head of AI,EX,Sweden,L,Sweden,0,Associate,11,Energy,9.1
Autonomous Systems Engineer,EX,United Kingdom,M,United Kingdom,50,Bachelor,11,Finance,9.4
AI Architect,SE,South Korea,S,South Korea,0,PhD,9,Consulting,5.0
Principal Data Scientist,EX,Netherlands,M,Germany,50,Bachelor,10,Education,7.4
Deep Learning Engineer,EN,Finland,L,Russia,100,PhD,1,Real Estate,8.9
Data Engineer,EN,France,S,China,50,Bachelor,0,Technology,9.1
Machine Learning Engineer,SE,South Korea,L,South Korea,100,Associate,9,Real Estate,7.8
AI Research Scientist,MI,Norway,M,Norway,50,Bachelor,4,Healthcare,9.5
Research Scientist,MI,Denmark,L,Denmark,100,PhD,2,Technology,7.3
Data Engineer,MI,Austria,M,China,100,Master,3,Retail,8.0
ML Ops Engineer,SE,Australia,M,Turkey,0,Bachelor,5,Gaming,9.6
AI Specialist,MI,Netherlands,M,Netherlands,50,PhD,4,Education,8.5
AI Consultant,EN,France,M,France,50,Bachelor,1,Energy,9.2
Head of AI,EN,Canada,M,Canada,100,Bachelor,1,Finance,6.5
NLP Engineer,SE,Germany,S,Germany,100,Bachelor,9,Consulting,6.3
Robotics Engineer,EN,France,L,France,50,Bachelor,1,Healthcare,6.2
Research Scientist,EX,Israel,L,Israel,50,PhD,10,Government,9.4
Data Scientist,EN,Switzerland,M,Switzerland,100,Associate,0,Government,9.1
Machine Learning Engineer,EX,United States,S,United States,0,Bachelor,13,Retail,7.7
AI Research Scientist,SE,United Kingdom,L,United Kingdom,100,PhD,8,Manufacturing,5.2
AI Research Scientist,EN,Canada,L,Canada,100,PhD,0,Gaming,9.9
Machine Learning Engineer,EX,China,M,China,100,PhD,19,Healthcare,7.3
AI Research Scientist,EX,Switzerland,S,Switzerland,100,Bachelor,19,Consulting,6.4
Principal Data Scientist,MI,United States,L,Singapore,0,Bachelor,2,Energy,9.8
AI Consultant,MI,Denmark,S,Estonia,100,Bachelor,2,Media,5.2
Autonomous Systems Engineer,EN,Canada,M,Canada,0,Bachelor,0,Education,6.7
Principal Data Scientist,SE,Singapore,M,Singapore,0,PhD,5,Real Estate,8.9
Machine Learning Researcher,EX,Denmark,L,Denmark,50,Bachelor,10,Energy,7.7
Data Analyst,EX,Sweden,M,Sweden,0,Master,14,Automotive,9.7
AI Software Engineer,MI,Norway,S,Norway,100,Bachelor,4,Telecommunications,9.9
Autonomous Systems Engineer,MI,Sweden,M,Mexico,0,Master,2,Telecommunications,5.4
Research Scientist,MI,Canada,S,Turkey,0,Associate,3,Education,6.0
AI Product Manager,MI,France,S,France,0,Bachelor,4,Finance,5.8
Data Engineer,MI,Canada,S,Canada,100,Associate,4,Media,5.2
Machine Learning Engineer,EX,Germany,S,Germany,0,Associate,12,Healthcare,9.3
Data Analyst,EN,Australia,S,Australia,100,Bachelor,1,Transportation,5.6
Data Engineer,EX,Germany,M,Germany,100,PhD,19,Technology,9.0
Robotics Engineer,MI,Singapore,M,Singapore,100,PhD,3,Education,7.2
AI Software Engineer,MI,United States,S,United States,0,PhD,3,Finance,7.7
Research Scientist,MI,Canada,S,Philippines,100,Bachelor,4,Manufacturing,7.6
Deep Learning Engineer,SE,Austria,M,Austria,0,Master,7,Consulting,6.6
AI Architect,MI,United States,M,Italy,0,Bachelor,4,Manufacturing,7.7
Data Scientist,EX,Germany,S,Germany,50,PhD,19,Media,9.5
Data Scientist,SE,South Korea,M,South Korea,50,Associate,9,Telecommunications,8.8
Robotics Engineer,EN,Denmark,M,Denmark,0,Master,0,Retail,5.8
AI Software Engineer,EN,United Kingdom,S,United Kingdom,50,Bachelor,0,Telecommunications,8.0
Data Scientist,EN,Sweden,L,Sweden,0,PhD,1,Manufacturing,8.9
Data Analyst,MI,Netherlands,S,Turkey,0,Bachelor,3,Education,7.1
AI Research Scientist,MI,Finland,M,Finland,50,PhD,4,Education,8.8
Robotics Engineer,SE,United Kingdom,M,United Kingdom,0,Bachelor,7,Retail,6.9
Principal Data Scientist,EX,Israel,M,Israel,0,Bachelor,17,Government,5.1
Data Analyst,SE,France,S,France,50,PhD,6,Transportation,9.3
AI Consultant,MI,Canada,L,Australia,50,PhD,2,Education,8.7
Head of AI,EX,United Kingdom,M,Singapore,0,PhD,11,Real Estate,8.2
Head of AI,MI,Denmark,L,Denmark,0,Associate,3,Retail,9.6
NLP Engineer,EN,Ireland,M,Ireland,100,Master,1,Finance,5.3
Computer Vision Engineer,EX,Singapore,L,Estonia,0,Master,12,Government,5.1
Deep Learning Engineer,EN,Switzerland,M,Switzerland,50,Bachelor,0,Gaming,7.4
Research Scientist,EX,Finland,M,South Africa,100,Bachelor,11,Education,7.3
AI Product Manager,EN,South Korea,L,South Korea,100,Master,1,Technology,9.4
Data Scientist,EN,Ireland,M,Ireland,50,Bachelor,0,Gaming,7.9
AI Specialist,SE,South Korea,M,South Korea,100,PhD,8,Energy,9.9
AI Architect,EX,United States,L,Mexico,0,PhD,19,Retail,7.1
Deep Learning Engineer,MI,Denmark,M,Denmark,50,Master,4,Finance,8.3
NLP Engineer,EX,Ireland,M,Ireland,100,Master,13,Real Estate,6.5
ML Ops Engineer,MI,Canada,S,Singapore,50,PhD,3,Media,9.7
Data Analyst,EN,South Korea,S,Sweden,100,Bachelor,0,Consulting,5.3
AI Product Manager,EN,Germany,S,Germany,0,Associate,0,Finance,9.7
Robotics Engineer,EN,Norway,L,United States,0,PhD,1,Real Estate,7.1
Machine Learning Researcher,EN,Switzerland,S,Switzerland,0,Master,1,Automotive,5.9
Data Scientist,EX,United Kingdom,S,United Kingdom,100,Bachelor,16,Manufacturing,9.7
Research Scientist,EX,India,M,Canada,50,Master,12,Consulting,9.0
Data Analyst,MI,Australia,M,Australia,100,Associate,2,Government,5.7
AI Research Scientist,EX,Norway,L,Norway,0,PhD,12,Manufacturing,6.4
Data Scientist,EN,Germany,L,Germany,50,Bachelor,0,Manufacturing,7.3
AI Product Manager,SE,Germany,L,Austria,100,Bachelor,6,Retail,7.9
Principal Data Scientist,EN,South Korea,M,Netherlands,0,Master,1,Gaming,8.1
Autonomous Systems Engineer,EN,United States,L,Latvia,50,Master,0,Real Estate,8.4
ML Ops Engineer,MI,United States,S,United States,50,Bachelor,3,Education,6.3
AI Specialist,EX,India,S,India,0,Bachelor,10,Healthcare,6.6
Data Scientist,SE,South Korea,L,Spain,50,PhD,7,Manufacturing,5.4
Research Scientist,SE,Japan,M,Japan,100,Bachelor,7,Gaming,9.3
Data Analyst,EX,Singapore,M,Singapore,100,Bachelor,15,Media,5.7
Robotics Engineer,MI,Netherlands,S,Mexico,50,PhD,4,Energy,6.7
Autonomous Systems Engineer,EN,China,M,China,100,Bachelor,0,Healthcare,6.8
AI Architect,MI,United States,L,United States,0,PhD,2,Real Estate,5.3
AI Product Manager,EX,China,L,China,50,Bachelor,17,Retail,5.2
AI Research Scientist,SE,Canada,S,Canada,0,Master,9,Education,9.1
Data Analyst,SE,Finland,M,Finland,100,Master,7,Retail,6.2
Deep Learning Engineer,SE,China,L,China,50,Master,6,Technology,6.5
Machine Learning Engineer,SE,Japan,L,Japan,100,Associate,6,Energy,5.1
Principal Data Scientist,EX,South Korea,M,South Korea,50,PhD,19,Real Estate,8.1
AI Software Engineer,SE,Germany,M,Germany,50,Master,9,Gaming,9.0
AI Specialist,MI,Ireland,M,Ireland,100,Master,3,Manufacturing,6.9
Computer Vision Engineer,MI,Netherlands,L,South Korea,0,PhD,3,Finance,6.9
AI Consultant,EX,China,S,China,50,Associate,14,Consulting,5.3
Data Scientist,SE,Sweden,L,Australia,100,PhD,6,Government,6.1
Computer Vision Engineer,EX,South Korea,M,South Korea,100,Bachelor,12,Healthcare,6.6
Data Analyst,MI,Singapore,S,Singapore,0,Bachelor,4,Telecommunications,6.0
Principal Data Scientist,SE,India,L,India,50,PhD,9,Technology,8.2
Machine Learning Researcher,EN,Ireland,M,Ireland,50,Associate,0,Manufacturing,7.8
Machine Learning Researcher,EX,Norway,L,Norway,0,PhD,11,Transportation,7.3
AI Architect,EN,Singapore,M,Egypt,50,Bachelor,1,Healthcare,8.5
Principal Data Scientist,EX,Norway,L,Norway,50,PhD,15,Automotive,7.3
AI Consultant,EX,Japan,L,France,0,PhD,16,Education,7.3
Data Scientist,EN,Canada,S,Israel,0,Associate,0,Retail,8.7
Data Engineer,EX,Germany,S,Germany,100,Associate,17,Manufacturing,7.7
Deep Learning Engineer,MI,Denmark,M,Vietnam,50,Associate,3,Healthcare,8.4
Data Analyst,SE,Switzerland,S,Switzerland,50,PhD,7,Telecommunications,6.0
NLP Engineer,MI,India,M,India,100,Bachelor,4,Consulting,9.5
Deep Learning Engineer,EX,Canada,M,Brazil,100,PhD,18,Automotive,7.5
Deep Learning Engineer,EN,Germany,S,Germany,50,Master,1,Media,6.6
NLP Engineer,SE,Australia,M,Hungary,100,Associate,6,Consulting,6.8
Data Engineer,EN,Sweden,L,Finland,100,Master,1,Retail,8.6
AI Product Manager,SE,Japan,M,Japan,100,Associate,8,Transportation,8.6
Computer Vision Engineer,EX,China,S,Turkey,50,PhD,15,Education,8.3
Machine Learning Researcher,MI,South Korea,S,South Korea,0,Bachelor,2,Telecommunications,7.3
Research Scientist,EX,Australia,L,Australia,100,Bachelor,19,Finance,7.3
Deep Learning Engineer,EX,India,S,India,0,Associate,18,Government,9.6
ML Ops Engineer,EN,Austria,M,Austria,0,Bachelor,1,Government,7.2
Robotics Engineer,EX,Japan,S,Japan,100,Master,17,Manufacturing,8.4
AI Consultant,MI,India,S,India,0,Bachelor,2,Manufacturing,6.6
Machine Learning Engineer,EX,France,L,South Korea,50,PhD,10,Retail,9.8
Data Engineer,SE,Finland,M,Finland,100,Master,9,Transportation,9.5
Research Scientist,MI,Germany,L,Germany,0,Master,2,Finance,5.6
Machine Learning Researcher,EX,South Korea,L,South Korea,0,Associate,15,Gaming,7.1
Machine Learning Researcher,EX,Ireland,M,Ireland,0,Bachelor,16,Energy,5.5
NLP Engineer,MI,France,L,France,50,PhD,4,Gaming,7.3
Research Scientist,SE,Netherlands,M,Netherlands,50,Bachelor,9,Government,8.9
ML Ops Engineer,EN,Denmark,M,Kenya,0,Bachelor,1,Gaming,7.0
AI Product Manager,EN,Sweden,M,Sweden,0,Associate,1,Gaming,9.9
AI Specialist,SE,Japan,M,Japan,50,Associate,7,Media,6.4
Head of AI,MI,Israel,S,Israel,0,Bachelor,2,Media,5.1
AI Consultant,SE,Switzerland,L,Switzerland,0,Bachelor,9,Technology,9.7
AI Consultant,SE,India,M,India,0,Bachelor,8,Education,7.5
ML Ops Engineer,EX,Singapore,S,Singapore,100,Master,13,Retail,9.1
ML Ops Engineer,EX,Sweden,L,Sweden,50,Associate,14,Retail,5.9
Deep Learning Engineer,EX,Israel,S,Ghana,50,Associate,17,Retail,8.8
Autonomous Systems Engineer,MI,India,S,India,50,Master,4,Finance,7.4
Computer Vision Engineer,SE,China,S,China,0,PhD,6,Healthcare,8.9
Research Scientist,EX,Australia,L,Australia,0,Bachelor,14,Government,6.3
AI Architect,EX,Norway,L,Netherlands,50,Master,10,Healthcare,6.3
AI Software Engineer,SE,Japan,M,Japan,0,Associate,7,Finance,5.3
AI Specialist,EN,China,M,Vietnam,100,Associate,1,Transportation,9.8
Robotics Engineer,MI,Switzerland,M,Switzerland,0,Bachelor,4,Media,6.1
NLP Engineer,MI,South Korea,L,South Korea,50,Bachelor,2,Government,6.5
Data Engineer,EX,China,L,China,100,Bachelor,17,Consulting,6.2
AI Architect,SE,Canada,L,Canada,0,Associate,7,Technology,5.4
Autonomous Systems Engineer,EN,United States,L,United States,100,Associate,1,Gaming,7.1
Machine Learning Researcher,EN,South Korea,L,South Korea,100,PhD,1,Finance,9.8
Computer Vision Engineer,MI,Switzerland,L,Switzerland,0,Associate,3,Media,8.0
Machine Learning Researcher,SE,United States,S,United States,0,Bachelor,9,Automotive,5.0
Computer Vision Engineer,MI,Denmark,S,Denmark,0,PhD,4,Media,7.6
Machine Learning Engineer,EX,Singapore,M,Singapore,0,Bachelor,12,Energy,8.0
Machine Learning Researcher,EX,France,S,France,50,Associate,12,Media,6.6
Autonomous Systems Engineer,SE,United States,L,United States,50,Master,8,Consulting,7.1
ML Ops Engineer,MI,Netherlands,S,Netherlands,50,Bachelor,3,Retail,5.9
Research Scientist,SE,Finland,L,Finland,100,Bachelor,7,Consulting,6.3
Data Engineer,MI,South Korea,S,South Korea,0,PhD,3,Government,8.0
Autonomous Systems Engineer,EX,Norway,M,Romania,50,PhD,12,Healthcare,9.7
Autonomous Systems Engineer,MI,Sweden,L,Vietnam,50,Bachelor,4,Retail,7.8
Data Analyst,SE,Finland,M,Finland,0,Associate,5,Energy,7.5
NLP Engineer,EN,Finland,S,Finland,0,Master,1,Telecommunications,6.1
AI Research Scientist,SE,Australia,L,Egypt,0,Master,9,Energy,5.6
Data Scientist,SE,Germany,S,Germany,0,Master,8,Real Estate,8.6
Principal Data Scientist,SE,Denmark,S,Denmark,50,Master,6,Technology,7.2
Machine Learning Researcher,MI,South Korea,L,Norway,0,PhD,2,Technology,9.9
AI Architect,MI,Australia,M,Australia,100,Bachelor,3,Real Estate,5.1
AI Research Scientist,EN,Switzerland,M,Switzerland,100,Master,1,Telecommunications,7.3
Head of AI,EX,Japan,L,Japan,50,Bachelor,10,Transportation,8.5
Principal Data Scientist,EN,United Kingdom,L,Luxembourg,100,Associate,1,Technology,5.0
AI Product Manager,EN,China,M,China,0,Master,0,Finance,6.0
AI Consultant,SE,Sweden,L,Sweden,100,PhD,7,Retail,8.0
Data Analyst,SE,Denmark,L,Denmark,50,PhD,7,Gaming,7.7
AI Research Scientist,MI,Switzerland,M,Turkey,50,Bachelor,3,Finance,10.0
Data Analyst,EX,China,S,China,100,Bachelor,10,Telecommunications,9.4
AI Software Engineer,MI,United Kingdom,M,United Kingdom,50,Master,2,Energy,6.6
Machine Learning Engineer,EN,Sweden,L,Sweden,50,PhD,1,Consulting,9.3
Data Engineer,EX,Finland,L,Switzerland,0,Bachelor,16,Consulting,9.0
Machine Learning Researcher,EN,Austria,M,Austria,50,Bachelor,0,Government,5.1
Data Scientist,EX,Austria,L,Austria,100,Master,15,Transportation,8.1
Machine Learning Researcher,EX,Israel,L,Israel,0,Master,18,Media,5.4
ML Ops Engineer,EX,Singapore,S,Singapore,0,Bachelor,18,Energy,8.1
Machine Learning Engineer,EN,Australia,M,Australia,50,Bachelor,0,Healthcare,5.3
Machine Learning Researcher,EN,France,S,South Korea,50,Associate,0,Real Estate,8.2
AI Software Engineer,SE,Netherlands,M,Netherlands,100,Bachelor,9,Retail,5.6
NLP Engineer,EN,Sweden,L,United States,100,PhD,0,Gaming,7.8
Machine Learning Engineer,EN,Germany,L,United Kingdom,0,Bachelor,0,Education,6.3
AI Software Engineer,SE,Austria,M,Indonesia,50,Bachelor,6,Real Estate,8.8
AI Architect,SE,Switzerland,S,Switzerland,100,Bachelor,9,Gaming,6.8
Data Engineer,EN,Finland,L,Finland,100,PhD,1,Automotive,5.8
NLP Engineer,SE,Japan,L,Switzerland,50,Bachelor,9,Finance,9.5
AI Research Scientist,MI,Australia,L,Ukraine,100,Associate,3,Transportation,5.3
Deep Learning Engineer,MI,Ireland,L,Ireland,50,Associate,2,Consulting,5.5
Machine Learning Researcher,EX,Singapore,M,Singapore,50,Associate,18,Technology,5.2
AI Research Scientist,EN,Switzerland,L,Switzerland,0,Bachelor,0,Education,6.3
AI Specialist,EX,Switzerland,S,Mexico,50,Bachelor,12,Gaming,7.7
Principal Data Scientist,SE,Japan,S,United States,100,Master,9,Retail,9.7
AI Research Scientist,EX,Norway,M,Norway,0,Bachelor,10,Technology,6.3
AI Consultant,EX,Austria,S,Colombia,50,Associate,13,Government,9.0
Deep Learning Engineer,SE,Israel,S,Japan,100,PhD,8,Consulting,8.3
Research Scientist,EN,Austria,S,Austria,50,Associate,0,Finance,6.1
Data Scientist,EN,United Kingdom,S,United Kingdom,0,Bachelor,0,Telecommunications,9.7
AI Software Engineer,MI,Singapore,M,Singapore,100,Bachelor,3,Transportation,5.3
ML Ops Engineer,MI,Netherlands,M,Netherlands,0,PhD,2,Automotive,6.9
AI Research Scientist,MI,Netherlands,L,Netherlands,0,PhD,3,Manufacturing,5.8
AI Software Engineer,SE,Germany,L,Germany,0,PhD,9,Media,5.6
Autonomous Systems Engineer,SE,Sweden,M,Brazil,100,Master,9,Healthcare,9.4
Computer Vision Engineer,SE,United States,M,United States,50,PhD,7,Consulting,7.9
Machine Learning Researcher,EX,Germany,M,Germany,100,Associate,18,Telecommunications,5.2
Robotics Engineer,EX,Sweden,S,Sweden,100,Master,10,Consulting,8.9
AI Software Engineer,MI,Austria,L,Austria,100,Bachelor,4,Gaming,5.3
Data Scientist,MI,United Kingdom,S,United Kingdom,50,Associate,4,Government,7.3
Data Scientist,MI,Finland,M,Estonia,100,Associate,3,Healthcare,7.2
AI Software Engineer,MI,United Kingdom,M,United Kingdom,0,Master,3,Energy,5.5
AI Architect,EX,India,L,India,0,Associate,18,Retail,8.8
AI Specialist,MI,Sweden,S,Germany,100,Bachelor,3,Finance,9.5
Data Scientist,EX,Japan,S,Japan,100,Associate,15,Transportation,7.7
Principal Data Scientist,SE,Australia,S,Australia,100,Bachelor,5,Consulting,6.5
Robotics Engineer,MI,Singapore,L,Switzerland,50,Associate,4,Gaming,8.0
AI Product Manager,MI,Israel,S,Chile,50,PhD,4,Technology,8.2
Data Engineer,MI,United Kingdom,S,Norway,50,PhD,4,Government,6.2
Head of AI,EX,Sweden,S,Kenya,0,Master,14,Media,7.6
ML Ops Engineer,EN,Singapore,L,Singapore,50,PhD,1,Education,8.2
AI Software Engineer,EN,Singapore,M,Singapore,100,Master,1,Transportation,8.0
Data Analyst,MI,Netherlands,S,Netherlands,100,Associate,2,Consulting,7.1
Data Analyst,SE,Sweden,S,Sweden,100,Bachelor,9,Healthcare,7.7
Principal Data Scientist,EX,India,L,India,0,Master,14,Energy,9.9
AI Consultant,MI,China,S,Romania,100,PhD,3,Government,7.8
Research Scientist,EN,Denmark,M,Denmark,100,Master,1,Retail,9.2
Deep Learning Engineer,EN,South Korea,L,South Korea,100,Master,1,Media,5.1
Computer Vision Engineer,EN,Ireland,S,Ireland,0,Associate,1,Education,7.5
Principal Data Scientist,EX,Finland,S,Finland,0,Associate,18,Media,8.3
AI Product Manager,MI,Australia,S,Australia,50,Master,2,Government,8.2
AI Research Scientist,EN,Finland,L,Finland,0,Bachelor,1,Healthcare,6.1
AI Software Engineer,EX,Israel,M,Israel,0,PhD,15,Real Estate,6.0
Data Engineer,EN,China,S,China,0,Master,0,Automotive,7.5
AI Specialist,SE,Denmark,L,Denmark,100,PhD,5,Healthcare,9.8
Robotics Engineer,EN,Israel,L,Spain,50,Associate,1,Media,6.8
Data Analyst,EX,Germany,M,Germany,0,Associate,15,Education,6.8
Data Engineer,EN,Singapore,M,Singapore,0,Associate,1,Media,9.9
Research Scientist,MI,Germany,S,Germany,50,Master,2,Telecommunications,9.4
NLP Engineer,MI,India,S,Austria,0,PhD,4,Technology,9.6
Robotics Engineer,MI,Finland,S,Finland,100,Master,3,Finance,7.8
AI Consultant,EX,Austria,M,Brazil,50,Master,11,Government,9.4
Robotics Engineer,SE,Australia,S,Australia,50,Bachelor,7,Transportation,6.7
AI Product Manager,MI,Austria,S,Israel,0,Associate,4,Manufacturing,6.9
Machine Learning Researcher,SE,Netherlands,L,Netherlands,100,Associate,6,Media,8.2
ML Ops Engineer,MI,Canada,S,Sweden,100,Master,4,Technology,6.4
AI Consultant,SE,France,M,France,50,Associate,5,Telecommunications,5.9
Principal Data Scientist,SE,United Kingdom,L,United Kingdom,100,Bachelor,9,Transportation,9.9
Robotics Engineer,MI,Sweden,M,Sweden,100,Bachelor,2,Education,8.1
Data Engineer,SE,Finland,M,Finland,100,Associate,8,Manufacturing,5.8
AI Software Engineer,SE,Finland,L,Japan,50,PhD,8,Telecommunications,7.2
NLP Engineer,MI,United States,L,United States,100,PhD,3,Consulting,7.9
AI Consultant,EX,Japan,M,Japan,50,PhD,11,Transportation,5.4
Machine Learning Engineer,EN,Australia,L,India,100,PhD,1,Media,7.2
AI Software Engineer,EN,Norway,L,Hungary,100,PhD,0,Technology,9.8
AI Specialist,MI,Netherlands,L,Netherlands,50,Master,2,Education,5.9
Data Analyst,EN,South Korea,L,South Korea,50,Bachelor,1,Manufacturing,9.6
Computer Vision Engineer,EN,Sweden,L,Argentina,50,PhD,1,Healthcare,7.9
Head of AI,MI,Finland,L,Czech Republic,0,Bachelor,3,Finance,6.5
AI Software Engineer,EX,Ireland,L,Ireland,100,Master,13,Finance,7.6
AI Product Manager,EN,Austria,S,Austria,0,Associate,0,Education,6.3
Computer Vision Engineer,MI,Ireland,S,Canada,0,Associate,2,Transportation,8.0
Deep Learning Engineer,SE,Denmark,L,Denmark,50,PhD,9,Automotive,10.0
Principal Data Scientist,EX,Switzerland,S,Switzerland,0,Master,19,Transportation,7.7
NLP Engineer,MI,Ireland,L,Mexico,50,Master,2,Retail,8.3
AI Software Engineer,MI,India,S,South Africa,0,Master,3,Real Estate,8.1
Data Analyst,MI,United Kingdom,L,United Kingdom,0,Master,3,Government,7.3
